Substances,,occupation/transformation,,amount-notused,unit-notused,,amount,unit
Raw,(unspecified),"Occupation, forest, intensive, CO",,1.83366978,m2a,,1.83367E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, CR",,4.87453382,m2a,,4.87453E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, CS",,7.08059364,m2a,,7.08059E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, CU",,5.98113099,m2a,,5.98113E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, CV",,1.63713070,m2a,,1.63713E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, CX",,8.84074953,m2a,,8.84075E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, CY",,3.21498200,m2a,,3.21498E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, CZ",,2.91255037,m2a,,2.91255E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, DE",,2.91998239,m2a,,2.91998E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, DJ",,7.34057067,m2a,,7.34057E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, DK",,2.93363427,m2a,,2.93363E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, DM",,4.00731019,m2a,,4.00731E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, DO",,9.09222462,m2a,,9.09222E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, DZ",,1.91427118,m2a,,1.91427E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, EC",,3.69878185,m2a,,3.69878E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, EE",,1.26837576,m2a,,1.26838E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, EG",,8.45183956,m2a,,8.45184E-17,m2a
Raw,(unspecified),"Occupation, forest, intensive, EH",,1.11641594,m2a,,1.11642E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, ER",,1.06237205,m2a,,1.06237E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, ES",,8.33662225,m2a,,8.33662E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, ET",,1.97040297,m2a,,1.9704E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, FI",,7.67153677,m2a,,7.67154E-17,m2a
Raw,(unspecified),"Occupation, forest, intensive, FJ",,1.26965101,m2a,,1.26965E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, FK",,7.52253182,m2a,,7.52253E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, FM",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, FO",,2.30804719,m2a,,2.30805E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, FR",,1.59832651,m2a,,1.59833E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GA",,3.14704395,m2a,,3.14704E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GB",,2.94905322,m2a,,2.94905E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, GD",,3.54845132,m2a,,3.54845E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, GE",,4.22647404,m2a,,4.22647E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GF",,2.68849042,m2a,,2.68849E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GH",,2.33452215,m2a,,2.33452E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GI",,4.86748095,m2a,,4.86748E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GL",,2.74736962,m2a,,2.74737E-17,m2a
Raw,(unspecified),"Occupation, forest, intensive, GM",,7.16298318,m2a,,7.16298E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, GN",,2.23951035,m2a,,2.23951E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GP",,3.93866149,m2a,,3.93866E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, GQ",,8.61444638,m2a,,8.61445E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GR",,7.12209831,m2a,,7.1221E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GS",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GT",,2.06874704,m2a,,2.06875E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, GU",,5.22117729,m2a,,5.22118E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, GW",,1.26819594,m2a,,1.2682E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, GY",,3.49465765,m2a,,3.49466E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, HK",,1.42253960,m2a,,1.42254E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, HM",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, HN",,1.79887797,m2a,,1.79888E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, HR",,2.74362406,m2a,,2.74362E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, HT",,8.52728996,m2a,,8.52729E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, HU",,3.49967559,m2a,,3.49968E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, ID",,1.33169946,m2a,,1.3317E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, IE",,2.26264380,m2a,,2.26264E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, IL",,1.57161579,m2a,,1.57162E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, IM",,2.03204269,m2a,,2.03204E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, IN",,4.26761424,m2a,,4.26761E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, IO",,3.87594892,m2a,,3.87595E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, IQ",,2.85530550,m2a,,2.85531E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, IR",,8.87282853,m2a,,8.87283E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, IS",,9.61220868,m2a,,9.61221E-17,m2a
Raw,(unspecified),"Occupation, forest, intensive, IT",,5.39944571,m2a,,5.39945E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, JE",,2.75454310,m2a,,2.75454E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, JM",,2.39938711,m2a,,2.39939E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, JO",,6.10188445,m2a,,6.10188E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, JP",,7.95929611,m2a,,7.9593E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, KE",,2.79479025,m2a,,2.79479E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, KG",,9.71723871,m2a,,9.71724E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, KH",,4.15580157,m2a,,4.1558E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, KI",,2.57132011,m2a,,2.57132E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, KM",,2.89491753,m2a,,2.89492E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, KN",,2.29628540,m2a,,2.29629E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, KP",,8.33467847,m2a,,8.33468E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, KR",,1.88754074,m2a,,1.88754E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, KW",,1.08636913,m2a,,1.08637E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, KY",,2.22948887,m2a,,2.22949E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, KZ",,2.09975209,m2a,,2.09975E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, LA",,6.98794913,m2a,,6.98795E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, LB",,5.42688996,m2a,,5.42689E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, LC",,3.33784709,m2a,,3.33785E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, LI",,2.30104720,m2a,,2.30105E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, LK",,5.67615936,m2a,,5.67616E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, LR",,6.52833198,m2a,,6.52833E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, LS",,4.17728844,m2a,,4.17729E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, LT",,1.54867996,m2a,,1.54868E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, LU",,2.66411135,m2a,,2.66411E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, LV",,1.26837576,m2a,,1.26838E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, LY",,6.06638314,m2a,,6.06638E-17,m2a
Raw,(unspecified),"Occupation, forest, intensive, MA",,1.30972797,m2a,,1.30973E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, MC",,4.46906017,m2a,,4.46906E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, MD",,1.93336249,m2a,,1.93336E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, ME",,3.94295876,m2a,,3.94296E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, MG",,2.03417756,m2a,,2.03418E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, MH",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, MK",,2.65460134,m2a,,2.6546E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, ML",,1.98683349,m2a,,1.98683E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, MM",,4.92733504,m2a,,4.92734E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, MN",,1.63772843,m2a,,1.63773E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, MO",,4.43195944,m2a,,4.43196E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, MP",,5.22117729,m2a,,5.22118E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, MQ",,3.62810178,m2a,,3.6281E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, MR",,1.14796298,m2a,,1.14796E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, MS",,3.43820904,m2a,,3.43821E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, MT",,8.83140948,m2a,,8.83141E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, MU",,1.03614780,m2a,,1.03615E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, MV",,3.87594892,m2a,,3.87595E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, MW",,3.19889650,m2a,,3.1989E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, MX",,1.01706603,m2a,,1.01707E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, MY",,1.46125932,m2a,,1.46126E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, MZ",,1.44838126,m2a,,1.44838E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, NA",,9.59199260,m2a,,9.59199E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, NC",,5.01876540,m2a,,5.01877E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, NE",,1.36463791,m2a,,1.36464E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, NF",,1.56677143,m2a,,1.56677E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, NG",,1.95362560,m2a,,1.95363E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, NI",,1.64122797,m2a,,1.64123E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, NL",,2.75449140,m2a,,2.75449E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, NO",,1.07021842,m2a,,1.07022E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, normal",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, NP",,5.91884686,m2a,,5.91885E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, NR",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, NU",,6.26924843,m2a,,6.26925E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, NZ",,1.00318413,m2a,,1.00318E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, OM",,4.22413444,m2a,,4.22413E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, PA",,5.07504710,m2a,,5.07505E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, PE",,8.88454967,m2a,,8.88455E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, PF",,6.96410365,m2a,,6.9641E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, PG",,2.50945939,m2a,,2.50946E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, PH",,4.28343500,m2a,,4.28344E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, PK",,6.09137026,m2a,,6.09137E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, PL",,3.22968901,m2a,,3.22969E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, PM",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, PR",,2.06661343,m2a,,2.06661E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, PS",,3.54072178,m2a,,3.54072E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, PT",,3.32701632,m2a,,3.32702E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, PW",,4.68906612,m2a,,4.68907E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, PY",,1.43749870,m2a,,1.4375E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, QA",,9.01026096,m2a,,9.01026E-17,m2a
Raw,(unspecified),"Occupation, forest, intensive, RAF",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, RAS",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, RE",,1.03614780,m2a,,1.03615E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, RER",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, RLA",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, RNA",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, RO",,6.82305465,m2a,,6.82305E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, RS",,7.08059364,m2a,,7.08059E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, RU",,1.36815497,m2a,,1.36815E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, RW",,1.05776997,m2a,,1.05777E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, SA",,1.62523238,m2a,,1.62523E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, SB",,6.87999117,m2a,,6.87999E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, SC",,5.92688993,m2a,,5.92689E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, SD",,2.70007643,m2a,,2.70008E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, SE",,9.62976597,m2a,,9.62977E-17,m2a
Raw,(unspecified),"Occupation, forest, intensive, SG",,1.58494788,m2a,,1.58495E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, SH",,1.46619260,m2a,,1.46619E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, short-cycle",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, SI",,1.86041819,m2a,,1.86042E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, SJ",,1.95837871,m2a,,1.95838E-17,m2a
Raw,(unspecified),"Occupation, forest, intensive, SK",,8.78416181,m2a,,8.78416E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, SL",,4.77542439,m2a,,4.77542E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, SM",,4.46906017,m2a,,4.46906E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, SN",,4.37712757,m2a,,4.37713E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, SO",,1.13343069,m2a,,1.13343E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, SR",,2.99795701,m2a,,2.99796E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, SS",,2.70007643,m2a,,2.70008E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, ST",,2.53888785,m2a,,2.53889E-12,m2a
Raw,(unspecified),"Occupation, forest, intensive, SV",,1.74952976,m2a,,1.74953E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, SY",,1.51134839,m2a,,1.51135E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, SZ",,3.88259168,m2a,,3.88259E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, TC",,4.00440096,m2a,,4.0044E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, TD",,1.70077383,m2a,,1.70077E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, TF",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, TG",,1.12211529,m2a,,1.12212E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, TH",,4.41657450,m2a,,4.41657E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, TJ",,9.00520183,m2a,,9.0052E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, TK",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, TL",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, TM",,4.04643168,m2a,,4.04643E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, TN",,7.32627012,m2a,,7.32627E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, TO",,6.26924843,m2a,,6.26925E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, TR",,3.14648549,m2a,,3.14649E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, TT",,2.33509375,m2a,,2.33509E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, TV",,9.63595721,m2a,,9.63596E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, TW",,7.43753508,m2a,,7.43754E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, TZ",,3.72615633,m2a,,3.72616E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, UA",,3.93302256,m2a,,3.93302E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, UG",,3.77611453,m2a,,3.77611E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, UM",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, UN-OCEANIA",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, US",,1.22751476,m2a,,1.22751E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, UY",,1.34585191,m2a,,1.34585E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, UZ",,4.06982041,m2a,,4.06982E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, VA",,5.39944571,m2a,,5.39945E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, VC",,2.71281955,m2a,,2.71282E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, VE",,8.24755602,m2a,,8.24756E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, VG",,2.01612402,m2a,,2.01612E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, VI",,3.23561950,m2a,,3.23562E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, VN",,7.39861695,m2a,,7.39862E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, VU",,3.67587681,m2a,,3.67588E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, WF",,1.48233172,m2a,,1.48233E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, WS",,3.07188755,m2a,,3.07189E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, YE",,1.27243403,m2a,,1.27243E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, YT",,2.89491753,m2a,,2.89492E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, ZA",,8.63658876,m2a,,8.63659E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, ZM",,9.86064622,m2a,,9.86065E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, ZW",,1.19997951,m2a,,1.19998E-15,m2a
Raw,(unspecified),"Occupation, forest, natural",,1.18150425,m2a,,1.1815E-16,m2a
Raw,(unspecified),"Occupation, forest, primary (non-use)",,1.18150425,m2a,,1.1815E-16,m2a
Raw,(unspecified),"Occupation, forest, secondary (non-use)",,1.18150425,m2a,,1.1815E-16,m2a
Raw,(unspecified),"Occupation, forest, unspecified",,1.18150425,m2a,,1.1815E-16,m2a
Raw,(unspecified),"Occupation, forest, used",,1.76660798,m2a,,1.76661E-15,m2a
Raw,(unspecified),"Occupation, grassland",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland, natural (non-use)",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland, natural, for livestock grazing",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AD",,9.66246090,m2a,,9.66246E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AE",,1.54280276,m2a,,1.5428E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AF",,5.09191831,m2a,,5.09192E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AG",,1.26220623,m2a,,1.26221E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AI",,7.85510838,m2a,,7.85511E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AL",,9.21682086,m2a,,9.21682E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AM",,3.24628149,m2a,,3.24628E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AO",,8.81771201,m2a,,8.81771E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AQ",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AR",,1.03570692,m2a,,1.03571E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AS",,2.58348427,m2a,,2.58348E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AT",,1.59701395,m2a,,1.59701E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AU",,1.68508300,m2a,,1.68508E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AW",,1.27030854,m2a,,1.27031E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, AZ",,3.06645796,m2a,,3.06646E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BA",,1.66754186,m2a,,1.66754E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BB",,7.36303453,m2a,,7.36303E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BD",,1.53808269,m2a,,1.53808E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BE",,2.25434861,m2a,,2.25435E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BF",,3.88063023,m2a,,3.88063E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BG",,1.85810316,m2a,,1.8581E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BH",,1.05927441,m2a,,1.05927E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BI",,5.73130882,m2a,,5.73131E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BJ",,5.39392394,m2a,,5.39392E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BM",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BN",,6.74199374,m2a,,6.74199E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BO",,3.10982938,m2a,,3.10983E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BR",,3.08331656,m2a,,3.08332E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BS",,3.44128059,m2a,,3.44128E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BT",,8.20507114,m2a,,8.20507E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BV",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BW",,4.38829233,m2a,,4.38829E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BY",,1.45329728,m2a,,1.4533E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, BZ",,1.48163674,m2a,,1.48164E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CA",,1.24083987,m2a,,1.24084E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CC",,7.72766998,m2a,,7.72767E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CD",,1.73774363,m2a,,1.73774E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CF",,6.76303841,m2a,,6.76304E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CG",,1.89052617,m2a,,1.89053E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CH",,1.57319771,m2a,,1.5732E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CI",,3.05512331,m2a,,3.05512E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CK",,5.93247564,m2a,,5.93248E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CL",,2.50167023,m2a,,2.50167E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CM",,5.49888523,m2a,,5.49889E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CN",,1.30271957,m2a,,1.30272E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CO",,1.67392802,m2a,,1.67393E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CR",,2.49670520,m2a,,2.49671E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CS",,5.70309441,m2a,,5.70309E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CU",,5.11954355,m2a,,5.11954E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CV",,1.34897692,m2a,,1.34898E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CX",,7.72766998,m2a,,7.72767E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CY",,2.67381316,m2a,,2.67381E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, CZ",,2.38917129,m2a,,2.38917E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, DE",,2.40225565,m2a,,2.40226E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, DJ",,7.16111837,m2a,,7.16112E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, DK",,2.40945560,m2a,,2.40946E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, DM",,3.41242026,m2a,,3.41242E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, DO",,7.87111516,m2a,,7.87112E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, DZ",,1.77728767,m2a,,1.77729E-16,m2a
