Substances,,occupation/transformation,,amount-notused,unit-notused,,amount,unit
Raw,(unspecified),"Occupation, urban, GE",,4.18309861,m2a,,4.1831E-15,m2a
Raw,(unspecified),"Occupation, urban, GF",,2.70959203,m2a,,2.70959E-15,m2a
Raw,(unspecified),"Occupation, urban, GH",,2.35272094,m2a,,2.35272E-15,m2a
Raw,(unspecified),"Occupation, urban, GI",,4.86502464,m2a,,4.86502E-15,m2a
Raw,(unspecified),"Occupation, urban, GL",,2.74748848,m2a,,2.74749E-17,m2a
Raw,(unspecified),"Occupation, urban, GM",,7.19132978,m2a,,7.19133E-16,m2a
Raw,(unspecified),"Occupation, urban, GN",,2.26927369,m2a,,2.26927E-15,m2a
Raw,(unspecified),"Occupation, urban, GP",,3.93801333,m2a,,3.93801E-13,m2a
Raw,(unspecified),"Occupation, urban, GQ",,8.72920485,m2a,,8.7292E-15,m2a
Raw,(unspecified),"Occupation, urban, GR",,7.06642299,m2a,,7.06642E-15,m2a
Raw,(unspecified),"Occupation, urban, green areas",,1.41800972,m2a,,1.41801E-15,m2a
Raw,(unspecified),"Occupation, urban, GS",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, GT",,2.07227945,m2a,,2.07228E-14,m2a
Raw,(unspecified),"Occupation, urban, GU",,5.22025664,m2a,,5.22026E-13,m2a
Raw,(unspecified),"Occupation, urban, GW",,1.27641477,m2a,,1.27641E-15,m2a
Raw,(unspecified),"Occupation, urban, GY",,3.51907171,m2a,,3.51907E-15,m2a
Raw,(unspecified),"Occupation, urban, HK",,1.41801728,m2a,,1.41802E-15,m2a
Raw,(unspecified),"Occupation, urban, HM",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, HN",,1.80433765,m2a,,1.80434E-14,m2a
Raw,(unspecified),"Occupation, urban, HR",,2.72306693,m2a,,2.72307E-15,m2a
Raw,(unspecified),"Occupation, urban, HT",,8.52306441,m2a,,8.52306E-14,m2a
Raw,(unspecified),"Occupation, urban, HU",,3.34121608,m2a,,3.34122E-16,m2a
Raw,(unspecified),"Occupation, urban, ID",,1.30538272,m2a,,1.30538E-14,m2a
Raw,(unspecified),"Occupation, urban, IE",,2.22337550,m2a,,2.22338E-16,m2a
Raw,(unspecified),"Occupation, urban, IL",,1.57089996,m2a,,1.5709E-15,m2a
Raw,(unspecified),"Occupation, urban, IM",,1.99115893,m2a,,1.99116E-16,m2a
Raw,(unspecified),"Occupation, urban, IN",,4.24825346,m2a,,4.24825E-15,m2a
Raw,(unspecified),"Occupation, urban, IO",,3.87616776,m2a,,3.87617E-13,m2a
Raw,(unspecified),"Occupation, urban, IQ",,2.84468301,m2a,,2.84468E-16,m2a
Raw,(unspecified),"Occupation, urban, IR",,8.79789039,m2a,,8.79789E-16,m2a
Raw,(unspecified),"Occupation, urban, IS",,9.53584149,m2a,,9.53584E-17,m2a
Raw,(unspecified),"Occupation, urban, IT",,5.36268341,m2a,,5.36268E-15,m2a
Raw,(unspecified),"Occupation, urban, JE",,2.61340702,m2a,,2.61341E-16,m2a
Raw,(unspecified),"Occupation, urban, JM",,2.39603453,m2a,,2.39603E-13,m2a
Raw,(unspecified),"Occupation, urban, JO",,6.09929557,m2a,,6.0993E-16,m2a
Raw,(unspecified),"Occupation, urban, JP",,7.92754782,m2a,,7.92755E-15,m2a
Raw,(unspecified),"Occupation, urban, KE",,2.79829823,m2a,,2.7983E-15,m2a
Raw,(unspecified),"Occupation, urban, KG",,9.71228610,m2a,,9.71229E-16,m2a
Raw,(unspecified),"Occupation, urban, KH",,4.14826208,m2a,,4.14826E-15,m2a
Raw,(unspecified),"Occupation, urban, KI",,2.57161495,m2a,,2.57161E-13,m2a
Raw,(unspecified),"Occupation, urban, KM",,2.89262209,m2a,,2.89262E-13,m2a
Raw,(unspecified),"Occupation, urban, KN",,2.29610254,m2a,,2.2961E-13,m2a
Raw,(unspecified),"Occupation, urban, KP",,8.20463987,m2a,,8.20464E-16,m2a
Raw,(unspecified),"Occupation, urban, KR",,1.82814680,m2a,,1.82815E-15,m2a
Raw,(unspecified),"Occupation, urban, KW",,1.08621051,m2a,,1.08621E-16,m2a
Raw,(unspecified),"Occupation, urban, KY",,2.22551120,m2a,,2.22551E-14,m2a
Raw,(unspecified),"Occupation, urban, KZ",,2.09873850,m2a,,2.09874E-16,m2a
Raw,(unspecified),"Occupation, urban, LA",,6.98134482,m2a,,6.98134E-15,m2a
Raw,(unspecified),"Occupation, urban, LB",,5.42517814,m2a,,5.42518E-15,m2a
Raw,(unspecified),"Occupation, urban, LC",,3.35445747,m2a,,3.35446E-13,m2a
Raw,(unspecified),"Occupation, urban, LI",,2.26122017,m2a,,2.26122E-15,m2a
Raw,(unspecified),"Occupation, urban, LK",,5.62509229,m2a,,5.62509E-14,m2a
Raw,(unspecified),"Occupation, urban, LR",,6.58643426,m2a,,6.58643E-15,m2a
Raw,(unspecified),"Occupation, urban, LS",,4.17726600,m2a,,4.17727E-15,m2a
Raw,(unspecified),"Occupation, urban, LT",,1.49126583,m2a,,1.49127E-16,m2a
Raw,(unspecified),"Occupation, urban, LU",,2.53799108,m2a,,2.53799E-16,m2a
Raw,(unspecified),"Occupation, urban, LV",,1.22561948,m2a,,1.22562E-16,m2a
Raw,(unspecified),"Occupation, urban, LY",,6.06557079,m2a,,6.06557E-17,m2a
Raw,(unspecified),"Occupation, urban, MA",,1.30821450,m2a,,1.30821E-15,m2a
Raw,(unspecified),"Occupation, urban, MC",,4.46827406,m2a,,4.46827E-15,m2a
Raw,(unspecified),"Occupation, urban, MD",,1.87193077,m2a,,1.87193E-16,m2a
Raw,(unspecified),"Occupation, urban, ME",,3.91339040,m2a,,3.91339E-15,m2a
Raw,(unspecified),"Occupation, urban, MG",,2.04343360,m2a,,2.04343E-14,m2a
Raw,(unspecified),"Occupation, urban, MH",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, MK",,2.63544854,m2a,,2.63545E-15,m2a
Raw,(unspecified),"Occupation, urban, ML",,1.98672622,m2a,,1.98673E-16,m2a
Raw,(unspecified),"Occupation, urban, MM",,4.91242095,m2a,,4.91242E-15,m2a
Raw,(unspecified),"Occupation, urban, MN",,1.58186646,m2a,,1.58187E-16,m2a
Raw,(unspecified),"Occupation, urban, MO",,4.42343196,m2a,,4.42343E-15,m2a
Raw,(unspecified),"Occupation, urban, MP",,5.22025664,m2a,,5.22026E-13,m2a
Raw,(unspecified),"Occupation, urban, MQ",,3.64150425,m2a,,3.6415E-13,m2a
Raw,(unspecified),"Occupation, urban, MR",,1.14790171,m2a,,1.1479E-16,m2a
Raw,(unspecified),"Occupation, urban, MS",,3.44519341,m2a,,3.44519E-13,m2a
Raw,(unspecified),"Occupation, urban, MT",,8.76920846,m2a,,8.76921E-15,m2a
Raw,(unspecified),"Occupation, urban, MU",,1.03809221,m2a,,1.03809E-13,m2a
Raw,(unspecified),"Occupation, urban, MV",,3.87616776,m2a,,3.87617E-13,m2a
Raw,(unspecified),"Occupation, urban, MW",,3.19894947,m2a,,3.19895E-15,m2a
Raw,(unspecified),"Occupation, urban, MX",,1.01976569,m2a,,1.01977E-14,m2a
Raw,(unspecified),"Occupation, urban, MY",,1.46134495,m2a,,1.46134E-14,m2a
Raw,(unspecified),"Occupation, urban, MZ",,1.44808223,m2a,,1.44808E-15,m2a
Raw,(unspecified),"Occupation, urban, NA",,9.59195406,m2a,,9.59195E-16,m2a
Raw,(unspecified),"Occupation, urban, NC",,5.02884082,m2a,,5.02884E-14,m2a
Raw,(unspecified),"Occupation, urban, NE",,1.36457551,m2a,,1.36458E-16,m2a
Raw,(unspecified),"Occupation, urban, NF",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, NG",,1.97448919,m2a,,1.97449E-15,m2a
Raw,(unspecified),"Occupation, urban, NI",,1.65107494,m2a,,1.65107E-14,m2a
Raw,(unspecified),"Occupation, urban, NL",,2.61336390,m2a,,2.61336E-16,m2a
Raw,(unspecified),"Occupation, urban, NO",,1.04519744,m2a,,1.0452E-16,m2a
Raw,(unspecified),"Occupation, urban, NP",,5.87407002,m2a,,5.87407E-15,m2a
Raw,(unspecified),"Occupation, urban, NR",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, NU",,6.26995965,m2a,,6.26996E-13,m2a
Raw,(unspecified),"Occupation, urban, NZ",,8.95234463,m2a,,8.95234E-15,m2a
Raw,(unspecified),"Occupation, urban, OM",,4.22345387,m2a,,4.22345E-16,m2a
Raw,(unspecified),"Occupation, urban, PA",,5.10361418,m2a,,5.10361E-14,m2a
Raw,(unspecified),"Occupation, urban, PE",,8.95508314,m2a,,8.95508E-15,m2a
Raw,(unspecified),"Occupation, urban, PF",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, PG",,2.46414348,m2a,,2.46414E-14,m2a
Raw,(unspecified),"Occupation, urban, PH",,4.28028780,m2a,,4.28029E-14,m2a
Raw,(unspecified),"Occupation, urban, PK",,6.06913251,m2a,,6.06913E-16,m2a
Raw,(unspecified),"Occupation, urban, PL",,3.13911926,m2a,,3.13912E-16,m2a
Raw,(unspecified),"Occupation, urban, PM",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, PR",,2.06941946,m2a,,2.06942E-13,m2a
Raw,(unspecified),"Occupation, urban, PS",,3.53906137,m2a,,3.53906E-15,m2a
Raw,(unspecified),"Occupation, urban, PT",,3.31979103,m2a,,3.31979E-14,m2a
Raw,(unspecified),"Occupation, urban, PW",,4.68575061,m2a,,4.68575E-13,m2a
Raw,(unspecified),"Occupation, urban, PY",,1.44880541,m2a,,1.44881E-15,m2a
Raw,(unspecified),"Occupation, urban, QA",,9.00880868,m2a,,9.00881E-17,m2a
Raw,(unspecified),"Occupation, urban, RAF",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, RAS",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, RE",,1.03809221,m2a,,1.03809E-13,m2a
Raw,(unspecified),"Occupation, urban, RER",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, RLA",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, RNA",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, RO",,6.67866495,m2a,,6.67866E-16,m2a
Raw,(unspecified),"Occupation, urban, RS",,6.85472614,m2a,,6.85473E-16,m2a
Raw,(unspecified),"Occupation, urban, RU",,1.21558171,m2a,,1.21558E-16,m2a
Raw,(unspecified),"Occupation, urban, RW",,1.06076434,m2a,,1.06076E-14,m2a
Raw,(unspecified),"Occupation, urban, SA",,1.62490444,m2a,,1.6249E-16,m2a
Raw,(unspecified),"Occupation, urban, SB",,6.88352646,m2a,,6.88353E-14,m2a
Raw,(unspecified),"Occupation, urban, SC",,6.05181121,m2a,,6.05181E-13,m2a
Raw,(unspecified),"Occupation, urban, SD",,2.70083551,m2a,,2.70084E-16,m2a
Raw,(unspecified),"Occupation, urban, SE",,9.33335069,m2a,,9.33335E-17,m2a
Raw,(unspecified),"Occupation, urban, SG",,1.58547542,m2a,,1.58548E-14,m2a
Raw,(unspecified),"Occupation, urban, SH",,1.09314342,m2a,,1.09314E-12,m2a
Raw,(unspecified),"Occupation, urban, SI",,1.83280045,m2a,,1.8328E-15,m2a
Raw,(unspecified),"Occupation, urban, SJ",,1.94670825,m2a,,1.94671E-17,m2a
Raw,(unspecified),"Occupation, urban, SK",,8.61475395,m2a,,8.61475E-16,m2a
Raw,(unspecified),"Occupation, urban, SL",,4.81964446,m2a,,4.81964E-15,m2a
Raw,(unspecified),"Occupation, urban, SM",,4.46827406,m2a,,4.46827E-15,m2a
Raw,(unspecified),"Occupation, urban, SN",,4.37941256,m2a,,4.37941E-16,m2a
Raw,(unspecified),"Occupation, urban, SO",,1.13334143,m2a,,1.13334E-15,m2a
Raw,(unspecified),"Occupation, urban, SR",,3.02047340,m2a,,3.02047E-15,m2a
Raw,(unspecified),"Occupation, urban, SS",,2.70083551,m2a,,2.70084E-16,m2a
Raw,(unspecified),"Occupation, urban, ST",,2.53777337,m2a,,2.53777E-12,m2a
Raw,(unspecified),"Occupation, urban, SV",,1.75043002,m2a,,1.75043E-14,m2a
Raw,(unspecified),"Occupation, urban, SY",,1.51072718,m2a,,1.51073E-15,m2a
Raw,(unspecified),"Occupation, urban, SZ",,3.87746514,m2a,,3.87747E-15,m2a
Raw,(unspecified),"Occupation, urban, TC",,3.99947158,m2a,,3.99947E-14,m2a
Raw,(unspecified),"Occupation, urban, TD",,1.70073571,m2a,,1.70074E-16,m2a
Raw,(unspecified),"Occupation, urban, TF",,6.89814073,m2a,,6.89814E-16,m2a
Raw,(unspecified),"Occupation, urban, TG",,1.12786017,m2a,,1.12786E-15,m2a
Raw,(unspecified),"Occupation, urban, TH",,4.41034579,m2a,,4.41035E-15,m2a
Raw,(unspecified),"Occupation, urban, TJ",,9.00287724,m2a,,9.00288E-16,m2a
Raw,(unspecified),"Occupation, urban, TK",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, TL",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, TM",,4.04533346,m2a,,4.04533E-16,m2a
Raw,(unspecified),"Occupation, urban, TN",,7.31709296,m2a,,7.31709E-16,m2a
Raw,(unspecified),"Occupation, urban, TO",,6.26995965,m2a,,6.26996E-13,m2a
Raw,(unspecified),"Occupation, urban, TR",,3.13466481,m2a,,3.13466E-15,m2a
Raw,(unspecified),"Occupation, urban, TT",,2.34061217,m2a,,2.34E-13,m2a
Raw,(unspecified),"Occupation, urban, TV",,9.63706212,m2a,,9.63706E-13,m2a
Raw,(unspecified),"Occupation, urban, TW",,7.42940071,m2a,,7.4294E-14,m2a
Raw,(unspecified),"Occupation, urban, TZ",,3.74091568,m2a,,3.74092E-15,m2a
Raw,(unspecified),"Occupation, urban, UA",,3.87753231,m2a,,3.87753E-16,m2a
Raw,(unspecified),"Occupation, urban, UG",,3.78364855,m2a,,3.78365E-15,m2a
Raw,(unspecified),"Occupation, urban, UM",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, UN-OCEANIA",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, US",,1.22312837,m2a,,1.22313E-15,m2a
Raw,(unspecified),"Occupation, urban, UY",,1.34592883,m2a,,1.34593E-15,m2a
Raw,(unspecified),"Occupation, urban, UZ",,4.06908296,m2a,,4.06908E-16,m2a
Raw,(unspecified),"Occupation, urban, VA",,5.36268341,m2a,,5.36268E-15,m2a
Raw,(unspecified),"Occupation, urban, VC",,2.72337355,m2a,,2.72337E-13,m2a
Raw,(unspecified),"Occupation, urban, VE",,8.28019921,m2a,,8.2802E-15,m2a
Raw,(unspecified),"Occupation, urban, VG",,2.01491353,m2a,,2.01491E-13,m2a
Raw,(unspecified),"Occupation, urban, VI",,3.23466883,m2a,,3.23467E-13,m2a
Raw,(unspecified),"Occupation, urban, VN",,7.35959234,m2a,,7.35959E-15,m2a
Raw,(unspecified),"Occupation, urban, VU",,3.68905958,m2a,,3.68906E-14,m2a
Raw,(unspecified),"Occupation, urban, WF",,1.48178041,m2a,,1.48178E-13,m2a
Raw,(unspecified),"Occupation, urban, WS",,3.07221526,m2a,,3.07222E-13,m2a
Raw,(unspecified),"Occupation, urban, YE",,1.27154246,m2a,,1.27154E-15,m2a
Raw,(unspecified),"Occupation, urban, YT",,2.89262209,m2a,,2.89262E-13,m2a
Raw,(unspecified),"Occupation, urban, ZA",,8.63582877,m2a,,8.63583E-15,m2a
Raw,(unspecified),"Occupation, urban, ZM",,9.85472243,m2a,,9.85472E-16,m2a
Raw,(unspecified),"Occupation, urban, ZW",,1.19994568,m2a,,1.19995E-15,m2a
Raw,(unspecified),"Occupation, urban/industrial fallow (non-use)",,2.44417322,m2a,,2.44417E-15,m2a
